Doc;Adjacency Word Frequency List
22;{'AIRWAY': 2, 'RESISTANCE': 2, 'LUNG': 1, 'VOLUME': 1, 'MEASURED': 1, 'MODIFICATION': 1, 'PLETHYSMOGRAPHIC': 1, 'METHOD': 1, 'BRISCOE': 1, 'DUBOIS': 1, 'CALCULATE': 1, 'SPECIFIC': 1, 'SRAW': 6, 'CONTROL': 2, 'SUBJECTS': 1, 'RANGING': 1, 'AGE': 4, 'NEWBORN': 2, 'YEARS': 4, 'MEAN': 3, 'LOWEST': 1, 'PERIOD': 1, 'INCREASED': 1, 'RAPIDLY': 1, 'ADULT': 1, 'LEVELS': 1, 'FIRST': 1, 'LIFE': 1, 'GROUP': 1, 'LOWER': 1, 'FEMALES': 2, 'MALES': 2, 'SUBJECT': 1, 'GREATER': 1, 'SEC': 3, 'DECREASE': 1, 'PARALLELED': 1, 'SEXUAL': 1, 'MATURATION': 1, 'SIMILAR': 1, 'CHANGES': 1, 'OBSERVED': 1, 'DIRECT': 1, 'CORRELATION': 1, 'CLINICAL': 1, 'OBSERVATIONS': 1, 'FOUND': 1, 'YOUNG': 1, 'PATIENTS': 1, 'VARIOUS': 1, 'DEGREES': 1, 'PULMONARY': 1, 'INVOLVEMENT': 1, 'CYSTIC': 1, 'FIBROSIS': 1}
23;{'CILIATED': 1, 'NASAL': 1, 'POLYP': 2, 'EPITHELIUM': 3, 'PATIENTS': 5, 'ALLERGIC': 3, 'RHINITIS': 3, 'CYSTIC': 3, 'FIBROSIS': 3, 'MAINTAINED': 1, 'ORGAN': 1, 'CULTURE': 2, 'HOURS': 1, 'EXPLANTED': 1, 'RETAINED': 1, 'MORPHOLOGIC': 1, 'CHARACTERISTICS': 1, 'INCORPORATED': 1, 'BLOOD': 3, 'GROUP': 3, 'SPECIFIC': 1, 'GLYCOPROTEINS': 2, 'SECRETED': 1, 'MEDIUM': 1, 'THROUGHOUT': 1, 'PERIOD': 1, 'LABELED': 1, 'MUCOUS': 1, 'GLYCOPROTEIN': 3, 'SOLUBILIZED': 1, 'REDUCTION': 1, 'ALKYLATION': 1, 'PURIFIED': 2, 'GEL': 1, 'FILTRATION': 1, 'CHROMATOGRAPHY': 1, 'SEPARATED': 1, 'DIETHYLAMINOETHYL': 1, 'DEAE': 1, 'CELLULOSE': 1, 'COLUMNS': 1, 'ACTIVE': 1, 'FRACTIONS': 4, 'SIMILAR': 1, 'AMINO': 1, 'ACID': 2, 'COMPOSITIONS': 1, 'DIFFERED': 1, 'ACETYL': 1, 'NEURAMINIC': 1, 'FUCOSE': 1, 'CONTENT': 1, 'RELATIVE': 1, 'INCORPORATION': 1, 'GLUCOSAMINE': 1, 'INDISTINGUISHABLE': 1, 'MANY': 1, 'RESPECTS': 1, 'HOWEVER': 1, 'PER': 1, 'RATIO': 1, 'EXCEEDED': 1, 'CORRESPONDING': 1, 'SECRETIONS': 1}
24;{'PRESSURE': 4, 'VOLUME': 6, 'BEHAVIOR': 1, 'LUNG': 5, 'STUDIED': 1, 'PATIENTS': 8, 'CYSTIC': 2, 'FIBROSIS': 2, 'ISOVOLUME': 1, 'FLOW': 6, 'RELATIONSHIPS': 1, 'MEASURED': 1, 'MODIFICATION': 1, 'TEST': 2, 'EVALUATED': 1, 'DETECTION': 1, 'REDUCTION': 2, 'SEPARATE': 1, 'GROUP': 2, 'RELATIVE': 1, 'RESULTS': 1, 'CONTROL': 1, 'NORMAL': 2, 'SUBJECTS': 1, 'GROSSLY': 1, 'ABNORMAL': 1, 'CURVES': 2, 'EXCESSIVE': 1, 'STIFFNESS': 1, 'NEAR': 1, 'MAXIMUM': 2, 'LOSS': 3, 'RECOIL': 4, 'LOWER': 1, 'CLOSING': 2, 'VOLUMES': 3, 'OFTEN': 1, 'HIGH': 3, 'ENOUGH': 1, 'CAUSE': 1, 'SIGNIFICANT': 1, 'DISTURBANCES': 1, 'GAS': 2, 'EXCHANGE': 1, 'ELEVATED': 1, 'QUANTITATIVELY': 1, 'EXPLAINED': 2, 'LOW': 2, 'VALUES': 1, 'ELASTIC': 2, 'MODIFIED': 1, 'DETECTED': 1, 'MILD': 1, 'MANY': 1, 'OTHERWISE': 1, 'PULMONARY': 1, 'FUNCTION': 2, 'TESTS': 1, 'PER': 1, 'ACCOUNT': 1, 'EXPIRATORY': 1, 'FLOWS': 1, 'SINCE': 1, 'UPSTREAM': 1, 'RESISTANCES': 1, 'HOWEVER': 1, 'EFFORT': 1, 'DEPENDENT': 1, 'EVEN': 1, 'SEVERE': 1, 'AIRWAY': 2, 'OBSTRUCTION': 2, 'SHOWING': 1, 'TIME': 1, 'CONSTANTS': 1, 'EMPTYING': 1, 'VARIED': 1, 'WIDELY': 1, 'CONCLUDED': 1, 'DETERIORATION': 1, 'INVOLVES': 1, 'WORSENING': 1, 'TRAPPING': 1, 'PROGRESSIVE': 1}
25;{'USE': 1, 'BLAND': 1, 'AEROSOLS': 1, 'PARTICULARLY': 1, 'MIST': 3, 'TENTS': 3, 'TREATMENT': 1, 'LOWER': 2, 'RESPIRATORY': 2, 'DISEASE': 1, 'REVIEWED': 1, 'CONVINCING': 1, 'EVIDENCE': 2, 'EFFICACY': 1, 'FOUND': 1, 'SURPRISING': 1, 'DEPOSIT': 1, 'LITTLE': 1, 'WATER': 1, 'TRACT': 1, 'MAY': 1, 'DETRIMENTAL': 1, 'CASES': 1, 'BACTERIAL': 1, 'CONTAMINATION': 1, 'CAUSE': 1, 'BRONCHOSPASM': 1}
26;{'PLASMA': 3, 'ARGININE': 3, 'ESTERASE': 3, 'ACTIVITY': 3, 'MEASURED': 1, 'YOUNG': 1, 'ADULT': 1, 'PATIENTS': 3, 'CYSTIC': 3, 'FIBROSIS': 3, 'CONTROL': 2, 'SUBJECTS': 2, 'ENZYME': 1, 'ACTIVATED': 1, 'TREATING': 1, 'CHLOROFORM': 1, 'ELLAGIC': 1, 'ACID': 1, 'MANNER': 1, 'DESCRIBED': 1, 'RAO': 2, 'ASSOCIATES': 2, 'DIFFERENCE': 1, 'FOUND': 1, 'EITHER': 1, 'ACTIVITIES': 1, 'DEGREES': 1, 'INHIBITED': 1, 'SOYBEAN': 1, 'TRYPSIN': 1, 'INHIBITOR': 1, 'THUS': 1, 'FINDINGS': 1, 'DEFICIENCY': 1, 'CONFIRMED': 1}
27;{'SPITE': 1, 'WIDESPREAD': 1, 'CLINICAL': 1, 'IMPRESSION': 1, 'PULMONARY': 3, 'PHYSICAL': 2, 'THERAPY': 2, 'INCLUDING': 1, 'BREATHING': 1, 'EXERCISES': 1, 'HELPFUL': 1, 'PEDIATRIC': 1, 'AGE': 1, 'GROUP': 1, 'OBJECTIVE': 1, 'DEMONSTRATION': 1, 'VALUE': 1, 'VARIOUS': 2, 'MANEUVERS': 2, 'PART': 1, 'LACKING': 1, 'EVIDENCE': 1, 'VOLUME': 1, 'SPUTUM': 1, 'PRODUCED': 1, 'SHORT': 1, 'PERIODS': 1, 'TIME': 1, 'PATIENTS': 1, 'CYSTIC': 1, 'FIBROSIS': 1, 'INCREASED': 1, 'COUGH': 1, 'ACCOMPANIED': 1, 'POSTURAL': 1, 'DRAINAGE': 1, 'LONG': 1, 'TERM': 1, 'EFFECT': 1, 'COURSE': 1, 'CHRONIC': 1, 'DISEASE': 1, 'REMAINS': 1, 'UNKNOWN': 1}
28;{'PRESENT': 1, 'STUDY': 1, 'POINTS': 1, 'SIMPLICITY': 1, 'EASE': 1, 'USING': 1, 'FINGERNAILS': 1, 'TOENAILS': 1, 'MEASURE': 1, 'ELECTROLYTE': 1, 'LEVELS': 1, 'TEST': 1, 'CYSTIC': 1, 'FIBROSIS': 1, 'PROCEDURES': 1, 'VARIOUS': 1, 'EFFECTS': 1, 'RANGES': 1, 'VALUES': 1, 'DIFFERENT': 1, 'CATEGORIES': 1, 'HEALTHY': 1, 'DISEASED': 1, 'SUBJECTS': 1, 'DISCUSSED': 1, 'LIMITATIONS': 1, 'METHOD': 1, 'INDICATED': 1}
29;{'EAR': 2, 'NOSE': 1, 'THROAT': 1, 'SURVEY': 1, 'CARRIED': 1, 'CHILDREN': 3, 'AGED': 1, 'YEARS': 1, 'CYSTIC': 2, 'FIBROSIS': 2, 'SHOWN': 1, 'TRANSIENTLY': 1, 'DEAF': 1, 'ASSOCIATED': 1, 'EUSTACHIAN': 1, 'TUBE': 1, 'DYSFUNCTION': 1, 'CONFIRMED': 1, 'CASES': 1, 'SECRETORY': 2, 'OTITIS': 2, 'MEDIA': 2, 'FOUND': 2, 'NASAL': 1, 'POLYPS': 1, 'GAVE': 1, 'HISTORY': 1, 'POLYPECTOMY': 1, 'THOUGH': 1, 'HIGH': 1, 'INCIDENCE': 1, 'MIDDLE': 1, 'PROBLEMS': 1, 'REPORTED': 1, 'NEITHER': 1, 'DEAFNESS': 1, 'PROBLEM': 1, 'GROUP': 1, 'STUDIED': 1}
30;{'PATIENTS': 5, 'CYSTIC': 3, 'FIBROSIS': 3, 'TOCOPHEROL': 5, 'DEFICIENCY': 1, 'PRESUMABLY': 1, 'RESULT': 1, 'STEATORRHOEA': 1, 'EVIDENCE': 1, 'POSSIBLE': 1, 'MUSCULAR': 3, 'INVOLVEMENT': 1, 'CLINICAL': 1, 'WEAKNESS': 1, 'WASTING': 1, 'MANY': 1, 'BIOCHEMICAL': 1, 'CREATINURIA': 1, 'CREATINE': 3, 'POOR': 1, 'DIET': 1, 'REVERSAL': 1, 'FINDING': 1, 'INGESTION': 1, 'ESTERS': 1, 'ACCOMPANIED': 1, 'DECREASE': 1, 'PLASMA': 1, 'INCREASE': 2, 'MUSCLE': 5, 'PATHOLOGICAL': 1, 'FOCAL': 1, 'LESIONS': 1, 'SKELETAL': 1, 'RESEMBLING': 1, 'NUTRITIONAL': 1, 'DYSTROPHY': 1, 'CEROID': 1, 'PIGMENT': 1, 'SMOOTH': 1, 'STRENGTH': 2, 'MEASURED': 1, 'BULB': 1, 'ERGOGRAPH': 1, 'ATTENDING': 1, 'CLINICS': 1, 'BABIES': 1, 'HOSPITAL': 1, 'COLUMBIA': 1, 'PRESBYTERIAN': 1, 'MEDICAL': 1, 'CENTER': 1, 'NEW': 1, 'YORK': 1, 'DOUBLE': 1, 'BLIND': 1, 'STUDY': 1, 'HALF': 1, 'CASES': 1, 'RECEIVED': 1, 'ORALLY': 1, 'REMAINDER': 1, 'PLACEBO': 2, 'SIGNIFICANT': 1, 'FOUND': 1, 'RECEIVING': 1, 'PERIOD': 1, 'MONTHS': 1, 'COMPARED': 1, 'GROUP': 2, 'BLOOD': 1, 'LEVELS': 1, 'TREATED': 1, 'RETURNED': 1, 'NORMAL': 1}
31;{'HYPOTHESIS': 1, 'MIST': 3, 'TENT': 4, 'THERAPY': 2, 'DECREASES': 1, 'VISCOSITY': 6, 'SPUTUM': 8, 'DIRECT': 1, 'LIQUEFACTION': 1, 'LOWER': 1, 'RESPIRATORY': 1, 'TRACT': 1, 'TESTED': 1, 'PATIENTS': 4, 'CYSTIC': 1, 'FIBROSIS': 1, 'FIRST': 2, 'NIGHT': 1, 'SLEPT': 1, 'WITHOUT': 1, 'MORNING': 2, 'COLLECTED': 1, 'ANALYSIS': 1, 'FOLLOWING': 1, 'NIGHTS': 1, 'RANDOMLY': 1, 'ALLOCATED': 1, 'SUPPLIED': 1, 'EITHER': 2, 'JET': 1, 'ULTRASONIC': 1, 'NEBULIZER': 1, 'EARLY': 1, 'ANALYSED': 1, 'VOLUME': 4, 'WATER': 5, 'CONTENT': 6, 'DNA': 2, 'INDEX': 1, 'PURULENCE': 1, 'RELATION': 2, 'FURTHERMORE': 1, 'CONSISTENT': 1, 'EXPECTORATED': 1, 'PRESENCE': 1, 'ABSENCE': 1, 'HOUR': 1, 'STAY': 1, 'METHOD': 1, 'NEBULIZATION': 1, 'RESULTS': 1, 'THEREFORE': 1, 'SUGGEST': 1, 'CONSISTENTLY': 1, 'INFLUENCE': 2, 'INCREASES': 1}
32;{'TWO': 1, 'SISTERS': 1, 'DESCRIBED': 1, 'FATAL': 1, 'CHRONIC': 1, 'OBSTRUCTIVE': 1, 'LUNG': 2, 'DISEASE': 1, 'UNKNOWN': 1, 'ORIGIN': 1, 'CONDITION': 1, 'CLINICALLY': 1, 'HISTOLOGICALLY': 1, 'INDISTINGUISHABLE': 1, 'CYSTIC': 2, 'FIBROSIS': 2, 'SALIVARY': 1, 'GLANDS': 1, 'SHOWED': 1, 'PATHOLOGICAL': 1, 'CHANGES': 1, 'EXPECTED': 1, 'NEITHER': 1, 'CHILD': 1, 'ABNORMAL': 1, 'SWEAT': 1, 'ELECTROLYTES': 1, 'BOWEL': 1, 'SYMPTOMS': 1, 'PANCREAS': 1, 'NORMAL': 1, 'NECROPSY': 1}
33;{'CELLULOSE': 1, 'ACETATE': 1, 'STRIP': 1, 'ELECTROPHORESIS': 1, 'FOUND': 1, 'SUFFICIENTLY': 1, 'RELIABLE': 1, 'DIFFERENTIATE': 1, 'NORMAL': 2, 'MECONIUM': 3, 'MARKED': 1, 'DIFFERENCES': 1, 'OBTAINED': 2, 'QUANTITATIVE': 2, 'IMMUNOELECTROPHORETIC': 1, 'METHODS': 1, 'EMPLOYED': 1, 'SHOWN': 1, 'CONTAIN': 1, 'ALPHA': 2, 'ANTITRYPSIN': 1, 'ANTICHYMOTRYPSIN': 1, 'SAMPLES': 1, 'CONTAINED': 1, 'LOW': 1, 'CONCENTRATIONS': 1, 'ALBUMIN': 1, 'MEASURABLE': 1, 'AMOUNTS': 1, 'VARIETY': 1, 'PLASMA': 1, 'PROTEINS': 1, 'SUGGESTED': 1, 'IMMUNOELECTROPHORESIS': 1, 'COULD': 1, 'USED': 1, 'MEANS': 1, 'CONFIRMING': 1, 'DIAGNOSIS': 1, 'POSITIVE': 1, 'RESULTS': 1, 'SPECIMENS': 1, 'SCREENED': 1, 'TEST': 1, 'STRIPS': 1}
34;{'COEXISTENCE': 1, 'CYSTIC': 3, 'FIBROSIS': 3, 'COELIAC': 3, 'DISEASE': 3, 'RECENTLY': 1, 'REPORTED': 1, 'SUGGESTED': 2, 'MAY': 3, 'PREDISPOSE': 1, 'LATER': 1, 'DEVELOPMENT': 1, 'DIAGNOSIS': 1, 'LARGELY': 1, 'DEPENDENT': 1, 'UPON': 1, 'DEMONSTRATION': 1, 'HISTOLOGICAL': 1, 'CHANGES': 1, 'SMALL': 2, 'INTESTINE': 1, 'JEJUNAL': 3, 'BIOPSY': 3, 'DISTRESSING': 1, 'CHILD': 1, 'FOOD': 2, 'PROTEIN': 2, 'ANTIBODY': 2, 'STUDIES': 2, 'VALUE': 1, 'INVESTIGATION': 1, 'CHILDREN': 1, 'GLUTEN': 3, 'SENSITIVITY': 1, 'SUSPECTED': 1, 'FOLLOWING': 1, 'CASE': 1, 'DECISION': 1, 'PERFORM': 1, 'MADE': 1, 'POSITIVE': 1, 'CEREAL': 1, 'ANTIGENS': 2, 'WHEAT': 1, 'OATMEAL': 1, 'RUMINANT': 1, 'COW': 1, 'MILK': 1, 'CALF': 1, 'SERUM': 1, 'PERSISTENTLY': 1, 'DETECTED': 1, 'PATIENT': 1, 'BLOOD': 1, 'SHOWED': 1, 'PARTIAL': 1, 'VILLOUS': 1, 'ATROPHY': 1, 'SHORTENING': 1, 'BROADENING': 1, 'BRANCHING': 1, 'VILLI': 1, 'SATISFACTORY': 1, 'CLINICAL': 1, 'IMPROVEMENT': 1, 'RESTRICTION': 1}
35;{'SIMPLE': 1, 'IMMUNOCHEMICAL': 1, 'TECHNIQUE': 2, 'UTILIZING': 1, 'SINGLE': 1, 'RADIAL': 1, 'IMMUNODIFFUSION': 1, 'DEMONSTRATION': 1, 'ALBUMIN': 2, 'HUMAN': 1, 'MECONIUM': 2, 'DESCRIBED': 1, 'COMPARISON': 1, 'WIDELY': 1, 'USED': 1, 'SULPHOSALICYLIC': 1, 'ACID': 1, 'PRECIPITATION': 1, 'METHOD': 1, 'REPORTED': 1, 'ALSO': 1, 'ATTEMPTED': 1, 'DETERMINE': 1, 'NORMAL': 1, 'LEVELS': 1}
37;{'NEONATAL': 1, 'PERITONITIS': 1, 'REMAINS': 1, 'DANGEROUS': 1, 'CONDITION': 1, 'FACTORS': 4, 'COMPLICATING': 1, 'DIAGNOSIS': 1, 'MANAGEMENT': 1, 'INCLUDE': 1, 'LOW': 1, 'INCIDENCE': 1, 'DIVERSITY': 1, 'AETIOLOGICAL': 2, 'FOUND': 2, 'SEVERITY': 1, 'UNDERLYING': 1, 'ASSOCIATED': 1, 'DISEASE': 2, 'CASES': 3, 'PRESENTING': 1, 'SINCE': 1, 'SOUTHMEAD': 1, 'GENERAL': 1, 'HOSPITAL': 1, 'REVIEWED': 1, 'THIRTEEN': 1, 'RELATING': 1, 'MOTHER': 1, 'BABY': 2, 'INFANTS': 1, 'PREMATURE': 1, 'SEVERE': 1, 'RESPIRATORY': 1, 'PROBLEMS': 1, 'BIRTH': 2, 'MATERNAL': 1, 'HYDRAMNIOS': 1, 'PRESENT': 2, 'BABIES': 2, 'EXCHANGE': 1, 'TRANSFUSION': 1, 'COMMONEST': 1, 'FINDINGS': 1, 'GANGRENOUS': 2, 'VOLVULUS': 2, 'CYSTIC': 2, 'FIBROSIS': 2, 'COMBINED': 1, 'OFTEN': 1, 'USUAL': 1, 'PRESENTATION': 1, 'BILIOUS': 1, 'VOMITING': 1, 'ABDOMINAL': 2, 'DISTENSION': 1, 'FAILURE': 1, 'PASS': 1, 'NORMAL': 1, 'MECONIUM': 1, 'DISTENDED': 1, 'ABDOMENS': 1, 'PLAIN': 1, 'RAYS': 1, 'GREAT': 1, 'DIAGNOSTIC': 2, 'VALUE': 1, 'PNEUMOPERITONEUM': 1, 'ABSENT': 1, 'EARLY': 1, 'FILMS': 1, 'TREATMENT': 1, 'SURGICAL': 1, 'CLOSE': 1, 'LIAISON': 1, 'PAEDIATRICIAN': 1, 'SEES': 1, 'FIRST': 1, 'ESSENTIAL': 1, 'ASSESSING': 1, 'RESULTS': 1, 'POINTED': 1, 'MANY': 1, 'SMALL': 1, 'SUFFERING': 1, 'SERIOUS': 1, 'CONDITIONS': 1, 'HAEMOLYTIC': 1, 'CONSIDERED': 1, 'UNFIT': 1, 'SURGERY': 2, 'SUBMITTED': 1, 'SURVIVED': 1, 'MOSTLY': 1, 'LATTER': 1, 'PART': 1, 'SERIES': 1}
38;{'VALUE': 1, 'DETECTING': 2, 'ALBUMIN': 3, 'MECONIUM': 2, 'SCREENING': 2, 'PROCEDURE': 1, 'CYSTIC': 1, 'FIBROSIS': 1, 'ASSESSED': 1, 'SAMPLES': 1, 'SOUTH': 1, 'WALES': 1, 'NORTH': 1, 'STAFFORDSHIRE': 1, 'YEAR': 1, 'PERIOD': 1, 'SIMULTANEOUSLY': 1, 'FOUR': 1, 'METHODS': 2, 'EVALUATED': 1, 'CASES': 2, 'DETECTED': 1, 'DETECTION': 1, 'RATE': 1, 'INCIDENCE': 1, 'DISEASE': 1, 'POPULATION': 1, 'SCREENED': 1, 'CONFIRMED': 1, 'CLINICAL': 1, 'TEST': 1, 'PROCEDURES': 1, 'WITHOUT': 1, 'IMPAIRMENT': 1, 'PANCREATIC': 1, 'FUNCTION': 1, 'LIKELY': 1, 'MISSED': 1, 'DEPEND': 1, 'PRESENCE': 1}
39;{'CAUCASIANS': 1, 'EUROPEAN': 2, 'ORIGIN': 1, 'CYSTIC': 1, 'FIBROSIS': 1, 'REMAINS': 1, 'COMMONEST': 1, 'RECOGNIZED': 1, 'AUTOSOMAL': 1, 'RECESSIVE': 1, 'DISORDER': 1, 'APPEARS': 1, 'RARITY': 1, 'AMONG': 2, 'COLOURED': 1, 'RACES': 1, 'TIME': 1, 'RECORDS': 1, 'MAY': 1, 'SUGGESTED': 1, 'ASSOCIATION': 1, 'WHITENESS': 1, 'RECENT': 1, 'YEARS': 1, 'HOWEVER': 1, 'INSTANCE': 1, 'CHILDREN': 2, 'DESCRIBED': 1, 'WHOSE': 1, 'RACIAL': 1, 'ORIGINS': 1, 'NEGROID': 1, 'MONGOLOID': 1, 'NON': 1, 'CAUCASOID': 1, 'PRESENT': 2, 'CASE': 1, 'REPORTS': 1, 'CONCERN': 1, 'PAKISTANI': 1, 'BORN': 1, 'BIRMINGHAM': 1, 'CONFIRMED': 1, 'CASES': 1, 'BROTHER': 1, 'SISTER': 1, 'INCIDENCE': 1, 'DISEASE': 1, 'ASIAN': 1, 'IMMIGRANTS': 1, 'WEST': 1, 'MIDLANDS': 1, 'APPROXIMATELY': 1}
40;{'CALCIUM': 3, 'PHOSPHATE': 2, 'PRECIPITATES': 1, 'SUBMANDIBULAR': 2, 'SALIVA': 2, 'PATIENTS': 1, 'CYSTIC': 2, 'FIBROSIS': 2, 'ELEVATED': 1, 'CONCENTRATIONS': 1, 'SHOWN': 1, 'ELECTRON': 2, 'MICROSCOPY': 1, 'TRANSFORM': 1, 'STANDING': 2, 'VITRO': 1, 'AMORPHOUS': 2, 'GLOBULES': 2, 'STELLAR': 1, 'CLUSTERS': 1, 'HYDROXYAPATITE': 2, 'CRYSTALS': 1, 'APPEARED': 1, 'FORM': 1, 'REGULAR': 1, 'NUCLEATION': 1, 'POINTS': 1, 'FINE': 1, 'NETWORK': 1, 'UNKNOWN': 1, 'NATURE': 1, 'CRYSTAL': 1, 'FORMATION': 1, 'CONFIRMED': 1, 'DIFFRACTION': 1, 'PATTERN': 1, 'CHEMICAL': 1, 'SOLUBILITY': 1, 'ZYMOGEN': 1, 'GRANULE': 1, 'SPHERULES': 1, 'INCLUSION': 1, 'BODIES': 1, 'PRESENT': 1, 'GREATLY': 1, 'INCREASED': 1, 'NUMBERS': 1, 'DISINTEGRATED': 1, 'HOMOGENEOUS': 1, 'APPEARANCE': 1, 'BEADED': 1, 'HOLLOW': 1, 'SPHERES': 1}
41;{'PANETH': 6, 'CELL': 3, 'METAPLASIA': 2, 'VARIABLE': 1, 'FEATURE': 1, 'DIVERSE': 1, 'DISEASES': 1, 'COLON': 1, 'RECTUM': 1, 'CELLS': 3, 'NUMEROUS': 1, 'ATROPHIC': 1, 'MUCOSA': 1, 'CHRONIC': 1, 'ULCERATIVE': 1, 'COLITIS': 2, 'JUVENILE': 1, 'POLYPS': 2, 'AROUND': 2, 'COLLOID': 1, 'MUCINOUS': 1, 'CARCINOMAS': 2, 'MODERATE': 1, 'NUMBERS': 1, 'FOUND': 1, 'CYSTIC': 1, 'FIBROSIS': 1, 'PANCREAS': 1, 'AMBEIC': 1, 'VILLOUS': 1, 'ADENOMAS': 1, 'SPARSE': 1, 'DIVERTICULITIS': 1, 'ADENOMATOUS': 1, 'NONMUCINOUS': 1, 'STUDY': 1, 'ASSOCIATED': 1, 'MUCUS': 1, 'HYPERSECRETION': 1, 'MUCIN': 2, 'DEPOSITS': 1, 'SUGGESTED': 1, 'ONE': 1, 'FUNCTION': 1, 'CONTROL': 1, 'GASTROINTESTINAL': 1, 'VISCOSITY': 1}
42;{'ASSOCIATION': 1, 'ANOMASIA': 2, 'HYPOGONADISM': 1, 'REPORTED': 1, 'INCREASING': 1, 'FREQUENCY': 1, 'PAST': 1, 'SEVERAL': 1, 'YEARS': 1, 'CASE': 1, 'REPORT': 1, 'KALLMAN': 1, 'SYNDROME': 1, 'EMPHASIZES': 1, 'IMPORTANCE': 1, 'TESTING': 1, 'PATIENTS': 1, 'MANIFEST': 1, 'ABNORMALITIES': 1, 'SEXUAL': 1, 'DEVELOPMENT': 1}
43;{'EFFECTS': 1, 'CYSTIC': 3, 'FIBROSIS': 3, 'VICTORIAN': 1, 'FAMILIES': 2, 'ONE': 1, 'AFFECTED': 1, 'CHILDREN': 3, 'EXAMINED': 1, 'STUDY': 1, 'CARRIED': 1, 'AUGUST': 1, 'FEBRUARY': 1, 'SOCIAL': 1, 'EMOTIONAL': 2, 'PROBLEMS': 4, 'EXPERIENCED': 1, 'FAMILY': 1, 'MEMBERS': 2, 'PARTICULARLY': 2, 'PATIENTS': 2, 'MOTHERS': 1, 'REPORTED': 1, 'AGES': 1, 'SOCIALLY': 1, 'EMBARRASSING': 1, 'SYMPTOMS': 1, 'AWARENESS': 1, 'DIFFERENT': 1, 'CREATE': 1, 'MAJOR': 1, 'PATIENT': 2, 'UNCERTAINTY': 1, 'PROGNOSIS': 1, 'DOUBTS': 1, 'PROSPECTS': 1, 'EMPLOYMENT': 1, 'SPECIALLY': 1, 'RELEVANT': 1, 'TEENAGER': 1, 'SUGGESTED': 1, 'GIVEN': 1, 'AMPLE': 1, 'OPPORTUNITY': 1, 'EARLY': 1, 'ADOLESCENCE': 1, 'ONWARD': 1, 'DISCUSS': 1, 'ASPECTS': 1, 'DISEASE': 1, 'APPROPRIATE': 1, 'PROVISION': 2, 'MADE': 3, 'TOTAL': 1, 'CARE': 1, 'ADULT': 1, 'MANY': 1, 'DEPRESSION': 1, 'FEELINGS': 1, 'ISOLATION': 1, 'PHYSICAL': 1, 'DEMANDS': 1, 'CONSTANT': 1, 'TREATMENT': 1, 'PARENTS': 3, 'EXPERIENCE': 1, 'PROBABLY': 1, 'SIMILAR': 1, 'CONFRONTING': 1, 'CHRONICALLY': 1, 'ILL': 1, 'HANDICAPPED': 1, 'SPECIAL': 1, 'DIFFICULTIES': 1, 'STEM': 1, 'GENETIC': 2, 'BASIS': 1, 'KNOWLEDGE': 1, 'EVENTUALLY': 1, 'FATAL': 1, 'OUTCOME': 1, 'ROLES': 1, 'PROFESSIONAL': 1, 'MEDICAL': 2, 'TEAM': 1, 'TOUCHED': 1, 'RELATION': 1, 'COUNSELING': 1, 'PRACTICAL': 1, 'SUPPORT': 1, 'COMMENTS': 1, 'ESTABLISHMENT': 1, 'LAY': 1, 'ORGANISATIONS': 1, 'FINANCIAL': 1, 'STRAIN': 1, 'ASSOCIATED': 1, 'OBTAINING': 1, 'REGULAR': 1, 'ATTENTION': 1, 'LOOKED': 1, 'SUGGESTIONS': 1, 'MINIMIZING': 1, 'ECONOMIC': 1, 'CERTAIN': 1, 'VULNERABLE': 1}
44;{'MEMBRANE': 1, 'ASSOCIATED': 1, 'ATPASE': 2, 'ACTIVITIES': 2, 'HUMAN': 1, 'RED': 1, 'BLOOD': 1, 'CELLS': 1, 'EXAMINED': 1, 'FOLLOWING': 1, 'ADDITION': 1, 'SPENT': 1, 'FIBROBLAST': 1, 'CULTURE': 1, 'MEDIA': 3, 'NORMAL': 2, 'CYSTIC': 2, 'FIBROSIS': 2, 'CELL': 1, 'LINES': 1, 'COMPARISON': 1, 'UNSPENT': 1, 'CONSISTENTLY': 1, 'DEPRESSED': 1}
45;{'CULTURED': 1, 'LYMPHOID': 1, 'CELLS': 1, 'HOMOZYGOTES': 1, 'HETEROZYGOTES': 1, 'CYSTIC': 2, 'FIBROSIS': 2, 'COULD': 1, 'DISTINGUISHED': 1, 'NORMALS': 1, 'GROWTH': 1, 'PATTERN': 1, 'GROSS': 1, 'CLUMPING': 1, 'RELATIVE': 1, 'INCREASE': 1, 'DERMATAN': 1, 'SULFATE': 1, 'NORMAL': 1, 'TOTAL': 2, 'MUCOPOLYSACCHARIDE': 3, 'CONTENT': 2, 'LINES': 1, 'DERIVED': 1, 'GENETIC': 1, 'MUCOPOLYSACCHARIDOSES': 1, 'ALSO': 1, 'CHARACTERISTICS': 1, 'MARKEDLY': 1, 'INCREASED': 1, 'OBSERVATIONS': 1, 'SUPPORT': 1, 'HYPOTHESIS': 1, 'CELLULAR': 2, 'DISTURBANCE': 1, 'RESIDES': 1, 'REGIONS': 1, 'WHOSE': 1, 'FUNCTIONS': 1, 'WOULD': 1, 'ALTERED': 1, 'COMPOSITION': 1}
