query_number;doc_number_list;doc_score_list
86;[8, 61, 85, 110, 135, 148, 152, 160, 200, 238, 271, 330, 346, 370, 384, 427, 505, 554, 555, 577, 586, 590, 722, 731, 763, 769, 922, 944, 945, 952, 983, 990, 1000, 1015, 1033, 1071, 1077, 1086, 1090, 1091, 1112, 1118, 1173, 1181, 1227, 1232, 1234];[0.061855670103092786, 0.020618556701030927, 0.005154639175257732, 0.041237113402061855, 0.015463917525773196, 0.05154639175257732, 0.030927835051546393, 0.03608247422680412, 0.010309278350515464, 0.015463917525773196, 0.061855670103092786, 0.020618556701030927, 0.04639175257731959, 0.030927835051546393, 0.010309278350515464, 0.010309278350515464, 0.015463917525773196, 0.07216494845360824, 0.010309278350515464, 0.010309278350515464, 0.010309278350515464, 0.05154639175257732, 0.030927835051546393, 0.010309278350515464, 0.015463917525773196, 0.02577319587628866, 0.010309278350515464, 0.015463917525773196, 0.015463917525773196, 0.010309278350515464, 0.03608247422680412, 0.020618556701030927, 0.015463917525773196, 0.010309278350515464, 0.010309278350515464, 0.010309278350515464, 0.005154639175257732, 0.010309278350515464, 0.010309278350515464, 0.020618556701030927, 0.010309278350515464, 0.010309278350515464, 0.015463917525773196, 0.010309278350515464, 0.010309278350515464, 0.010309278350515464, 0.010309278350515464]
87;[187, 223, 228, 229, 333, 369, 370, 382, 394, 401, 432, 438, 485, 513, 550, 590, 631, 632, 668, 722, 812, 819, 833, 860, 945, 990, 1005, 1007, 1015, 1025, 1032, 1060, 1071, 1134, 1163, 1169, 1180, 1234];[0.07291666666666667, 0.020833333333333332, 0.07291666666666667, 0.07291666666666667, 0.015625, 0.07291666666666667, 0.036458333333333336, 0.005208333333333333, 0.010416666666666666, 0.015625, 0.06770833333333333, 0.036458333333333336, 0.010416666666666666, 0.015625, 0.015625, 0.041666666666666664, 0.020833333333333332, 0.010416666666666666, 0.010416666666666666, 0.010416666666666666, 0.015625, 0.020833333333333332, 0.010416666666666666, 0.03125, 0.005208333333333333, 0.010416666666666666, 0.07291666666666667, 0.005208333333333333, 0.0625, 0.005208333333333333, 0.005208333333333333, 0.046875, 0.015625, 0.015625, 0.010416666666666666, 0.010416666666666666, 0.010416666666666666, 0.010416666666666666]
88;[370, 443, 457, 590, 614, 668, 678, 679, 702, 945, 990, 1091, 1134, 1144];[0.09230769230769231, 0.06153846153846154, 0.2153846153846154, 0.12307692307692308, 0.15384615384615385, 0.03076923076923077, 0.046153846153846156, 0.046153846153846156, 0.015384615384615385, 0.015384615384615385, 0.03076923076923077, 0.12307692307692308, 0.03076923076923077, 0.015384615384615385]
89;[79, 152, 176, 177, 179, 260, 265, 370, 469, 479, 590, 706, 778, 905, 912, 1065, 1086];[0.07407407407407407, 0.04938271604938271, 0.14814814814814814, 0.037037037037037035, 0.024691358024691357, 0.14814814814814814, 0.04938271604938271, 0.024691358024691357, 0.1728395061728395, 0.024691358024691357, 0.024691358024691357, 0.037037037037037035, 0.012345679012345678, 0.07407407407407407, 0.06172839506172839, 0.012345679012345678, 0.024691358024691357]
90;[7, 160, 161, 176, 177, 200, 260, 265, 370, 451, 479, 505, 589, 590, 763, 778, 874, 884, 912, 987, 1065, 1071, 1086, 1089, 1090, 1091, 1234, 1238];[0.06936416184971098, 0.011560693641618497, 0.011560693641618497, 0.06936416184971098, 0.06936416184971098, 0.06358381502890173, 0.046242774566473986, 0.06936416184971098, 0.011560693641618497, 0.07514450867052024, 0.04046242774566474, 0.011560693641618497, 0.011560693641618497, 0.08092485549132948, 0.011560693641618497, 0.017341040462427744, 0.011560693641618497, 0.08092485549132948, 0.057803468208092484, 0.005780346820809248, 0.005780346820809248, 0.011560693641618497, 0.046242774566473986, 0.011560693641618497, 0.03468208092485549, 0.04046242774566474, 0.011560693641618497, 0.011560693641618497]
91;[1, 3, 4, 8, 9, 11, 13, 15, 17, 21, 29, 30, 32, 33, 40, 41, 45, 46, 50, 56, 57, 58, 59, 60, 69, 78, 88, 92, 94, 95, 97, 98, 100, 103, 105, 109, 115, 116, 118, 119, 121, 122, 124, 128, 134, 135, 139, 147, 163, 166, 170, 173, 174, 181, 182, 183, 186, 189, 199, 202, 204, 211, 226, 237, 240, 241, 242, 243, 244, 248, 250, 256, 259, 261, 263, 264, 265, 266, 267, 268, 272, 274, 275, 276, 278, 279, 281, 283, 286, 287, 294, 297, 300, 301, 314, 317, 322, 331, 333, 339, 348, 351, 352, 353, 354, 355, 359, 361, 362, 364, 370, 376, 381, 385, 392, 395, 396, 398, 405, 412, 413, 416, 422, 423, 426, 428, 431, 434, 443, 454, 455, 466, 468, 473, 474, 475, 478, 485, 486, 489, 508, 512, 538, 545, 549, 550, 551, 552, 553, 559, 562, 579, 582, 586, 594, 598, 601, 603, 611, 615, 626, 641, 642, 643, 648, 659, 667, 673, 682, 683, 684, 688, 690, 694, 695, 700, 704, 714, 719, 720, 722, 724, 725, 727, 728, 729, 731, 732, 733, 735, 751, 752, 756, 759, 762, 763, 764, 767, 768, 770, 771, 772, 773, 779, 781, 782, 784, 787, 788, 791, 794, 796, 797, 798, 799, 801, 803, 808, 809, 822, 833, 834, 835, 836, 838, 844, 854, 859, 866, 867, 868, 870, 872, 875, 880, 882, 883, 888, 893, 894, 896, 897, 900, 906, 913, 914, 935, 941, 944, 947, 965, 974, 982, 985, 990, 992, 993, 997, 998, 1000, 1018, 1019, 1023, 1033, 1040, 1041, 1043, 1047, 1051, 1054, 1056, 1057, 1058, 1063, 1080, 1085, 1091, 1093, 1095, 1097, 1098, 1103, 1106, 1107, 1108, 1115, 1116, 1118, 1119, 1125, 1134, 1177, 1184, 1186, 1189, 1191, 1192, 1216, 1217, 1219, 1226, 1232, 1234, 1235];[0.0012376237623762376, 0.0024752475247524753, 0.0024752475247524753, 0.0012376237623762376, 0.0012376237623762376, 0.0018564356435643563, 0.0012376237623762376, 0.003094059405940594, 0.0018564356435643563, 0.0006188118811881188, 0.0049504950495049506, 0.0006188118811881188, 0.0012376237623762376, 0.0012376237623762376, 0.0024752475247524753, 0.0012376237623762376, 0.0012376237623762376, 0.0018564356435643563, 0.0012376237623762376, 0.0012376237623762376, 0.007425742574257425, 0.006188118811881188, 0.0049504950495049506, 0.0012376237623762376, 0.005569306930693069, 0.0012376237623762376, 0.007425742574257425, 0.0012376237623762376, 0.0012376237623762376, 0.008663366336633664, 0.008663366336633664, 0.006188118811881188, 0.0024752475247524753, 0.0049504950495049506, 0.0049504950495049506, 0.0049504950495049506, 0.0037128712871287127, 0.0049504950495049506, 0.0024752475247524753, 0.0049504950495049506, 0.0012376237623762376, 0.0012376237623762376, 0.0012376237623762376, 0.0012376237623762376, 0.0012376237623762376, 0.0012376237623762376, 0.0049504950495049506, 0.0012376237623762376, 0.0012376237623762376, 0.0012376237623762376, 0.0012376237623762376, 0.0012376237623762376, 0.0049504950495049506, 0.0012376237623762376, 0.008663366336633664, 0.006188118811881188, 0.006188118811881188, 0.0012376237623762376, 0.003094059405940594, 0.004331683168316832, 0.0037128712871287127, 0.0006188118811881188, 0.0012376237623762376, 0.0012376237623762376, 0.006188118811881188, 0.0037128712871287127, 0.0012376237623762376, 0.0012376237623762376, 0.0012376237623762376, 0.0012376237623762376, 0.008044554455445545, 0.0012376237623762376, 0.0012376237623762376, 0.0012376237623762376, 0.0012376237623762376, 0.0012376237623762376, 0.0012376237623762376, 0.007425742574257425, 0.008663366336633664, 0.0006188118811881188, 0.0012376237623762376, 0.0006188118811881188, 0.0012376237623762376, 0.0012376237623762376, 0.0012376237623762376, 0.0012376237623762376, 0.0012376237623762376, 0.0012376237623762376, 0.0012376237623762376, 0.0012376237623762376, 0.008044554455445545, 0.0024752475247524753, 0.0006188118811881188, 0.0012376237623762376, 0.0049504950495049506, 0.0049504950495049506, 0.007425742574257425, 0.0012376237623762376, 0.0012376237623762376, 0.004331683168316832, 0.0024752475247524753, 0.0018564356435643563, 0.0018564356435643563, 0.008044554455445545, 0.0024752475247524753, 0.0012376237623762376, 0.0037128712871287127, 0.0018564356435643563, 0.008044554455445545, 0.006188118811881188, 0.007425742574257425, 0.007425742574257425, 0.007425742574257425, 0.006188118811881188, 0.0012376237623762376, 0.006806930693069307, 0.006188118811881188, 0.0024752475247524753, 0.0012376237623762376, 0.0024752475247524753, 0.008663366336633664, 0.0006188118811881188, 0.007425742574257425, 0.0018564356435643563, 0.0012376237623762376, 0.0006188118811881188, 0.0012376237623762376, 0.0037128712871287127, 0.0024752475247524753, 0.0006188118811881188, 0.0006188118811881188, 0.0037128712871287127, 0.008663366336633664, 0.0012376237623762376, 0.005569306930693069, 0.007425742574257425, 0.004331683168316832, 0.0006188118811881188, 0.0037128712871287127, 0.0006188118811881188, 0.0018564356435643563, 0.0024752475247524753, 0.0012376237623762376, 0.0018564356435643563, 0.0006188118811881188, 0.006188118811881188, 0.0012376237623762376, 0.006806930693069307, 0.0012376237623762376, 0.0018564356435643563, 0.0012376237623762376, 0.004331683168316832, 0.0012376237623762376, 0.0012376237623762376, 0.0049504950495049506, 0.006806930693069307, 0.0018564356435643563, 0.006188118811881188, 0.0037128712871287127, 0.006806930693069307, 0.0012376237623762376, 0.004331683168316832, 0.0006188118811881188, 0.0012376237623762376, 0.0012376237623762376, 0.0006188118811881188, 0.0012376237623762376, 0.0006188118811881188, 0.0049504950495049506, 0.0049504950495049506, 0.0049504950495049506, 0.0006188118811881188, 0.0018564356435643563, 0.0006188118811881188, 0.0037128712871287127, 0.008663366336633664, 0.0012376237623762376, 0.0018564356435643563, 0.0012376237623762376, 0.003094059405940594, 0.008663366336633664, 0.0018564356435643563, 0.0012376237623762376, 0.0012376237623762376, 0.008663366336633664, 0.0012376237623762376, 0.0024752475247524753, 0.008663366336633664, 0.008044554455445545, 0.0012376237623762376, 0.0024752475247524753, 0.004331683168316832, 0.008663366336633664, 0.008044554455445545, 0.0012376237623762376, 0.006806930693069307, 0.004331683168316832, 0.0012376237623762376, 0.0012376237623762376, 0.008663366336633664, 0.0012376237623762376, 0.003094059405940594, 0.0012376237623762376, 0.0012376237623762376, 0.008044554455445545, 0.0012376237623762376, 0.004331683168316832, 0.008044554455445545, 0.0012376237623762376, 0.0024752475247524753, 0.0012376237623762376, 0.0049504950495049506, 0.006806930693069307, 0.0018564356435643563, 0.003094059405940594, 0.008044554455445545, 0.006188118811881188, 0.008044554455445545, 0.0012376237623762376, 0.008044554455445545, 0.006806930693069307, 0.0006188118811881188, 0.0006188118811881188, 0.0024752475247524753, 0.0012376237623762376, 0.0024752475247524753, 0.0012376237623762376, 0.008044554455445545, 0.0012376237623762376, 0.0012376237623762376, 0.0012376237623762376, 0.007425742574257425, 0.003094059405940594, 0.0012376237623762376, 0.0012376237623762376, 0.0012376237623762376, 0.0006188118811881188, 0.0037128712871287127, 0.008044554455445545, 0.0012376237623762376, 0.0012376237623762376, 0.0012376237623762376, 0.004331683168316832, 0.0012376237623762376, 0.0012376237623762376, 0.0012376237623762376, 0.0024752475247524753, 0.0024752475247524753, 0.0012376237623762376, 0.0012376237623762376, 0.008044554455445545, 0.007425742574257425, 0.0024752475247524753, 0.006806930693069307, 0.0037128712871287127, 0.0012376237623762376, 0.0012376237623762376, 0.008663366336633664, 0.007425742574257425, 0.008044554455445545, 0.008044554455445545, 0.0024752475247524753, 0.0012376237623762376, 0.0012376237623762376, 0.0012376237623762376, 0.0012376237623762376, 0.0024752475247524753, 0.0024752475247524753, 0.0012376237623762376, 0.0024752475247524753, 0.0024752475247524753, 0.0024752475247524753, 0.0024752475247524753, 0.0012376237623762376, 0.0024752475247524753, 0.0012376237623762376, 0.0012376237623762376, 0.0024752475247524753, 0.008663366336633664, 0.006188118811881188, 0.006188118811881188, 0.0012376237623762376, 0.0006188118811881188, 0.0006188118811881188, 0.0006188118811881188, 0.0012376237623762376, 0.0012376237623762376, 0.007425742574257425, 0.0024752475247524753, 0.0037128712871287127, 0.0006188118811881188, 0.008044554455445545, 0.007425742574257425, 0.0012376237623762376, 0.008663366336633664, 0.0018564356435643563, 0.0012376237623762376, 0.008663366336633664, 0.008663366336633664, 0.008663366336633664, 0.008663366336633664, 0.0012376237623762376, 0.0024752475247524753, 0.003094059405940594]
92;[17, 43, 111, 130, 135, 136, 148, 181, 185, 189, 193, 200, 213, 226, 238, 258, 333, 342, 354, 370, 377, 392, 429, 434, 446, 465, 472, 473, 479, 489, 492, 503, 510, 514, 550, 559, 586, 596, 599, 607, 611, 643, 653, 661, 671, 687, 692, 705, 722, 724, 729, 731, 735, 763, 764, 767, 778, 783, 788, 804, 806, 822, 824, 826, 837, 838, 839, 842, 845, 856, 858, 859, 879, 883, 888, 889, 908, 910, 914, 915, 926, 930, 934, 940, 941, 944, 946, 952, 990, 1000, 1014, 1023, 1031, 1033, 1040, 1066, 1071, 1093, 1147, 1151, 1186, 1188, 1192, 1195, 1226, 1227, 1232, 1234, 93, 113, 145, 180, 272, 422, 467, 489, 550, 586, 722, 724, 873, 999, 1000, 1020, 1023, 1033, 1233];[0.0034904013961605585, 0.0034904013961605585, 0.0034904013961605585, 0.0034904013961605585, 0.012216404886561954, 0.0034904013961605585, 0.006980802792321117, 0.0034904013961605585, 0.0034904013961605585, 0.0034904013961605585, 0.0034904013961605585, 0.0034904013961605585, 0.015706806282722512, 0.010471204188481676, 0.013961605584642234, 0.02443280977312391, 0.010471204188481676, 0.0017452006980802793, 0.012216404886561954, 0.012216404886561954, 0.006980802792321117, 0.0034904013961605585, 0.0034904013961605585, 0.0017452006980802793, 0.0034904013961605585, 0.006980802792321117, 0.02443280977312391, 0.020942408376963352, 0.0017452006980802793, 0.015706806282722512, 0.0034904013961605585, 0.0034904013961605585, 0.0034904013961605585, 0.006980802792321117, 0.005235602094240838, 0.006980802792321117, 0.006980802792321117, 0.0034904013961605585, 0.015706806282722512, 0.0034904013961605585, 0.012216404886561954, 0.0034904013961605585, 0.0034904013961605585, 0.02443280977312391, 0.0034904013961605585, 0.0034904013961605585, 0.0034904013961605585, 0.013961605584642234, 0.02443280977312391, 0.012216404886561954, 0.0034904013961605585, 0.006980802792321117, 0.0034904013961605585, 0.006980802792321117, 0.006980802792321117, 0.0034904013961605585, 0.010471204188481676, 0.02268760907504363, 0.0017452006980802793, 0.0034904013961605585, 0.0034904013961605585, 0.0017452006980802793, 0.0034904013961605585, 0.0034904013961605585, 0.0034904013961605585, 0.0034904013961605585, 0.0034904013961605585, 0.015706806282722512, 0.006980802792321117, 0.0034904013961605585, 0.006980802792321117, 0.0034904013961605585, 0.019197207678883072, 0.0034904013961605585, 0.0034904013961605585, 0.0034904013961605585, 0.0017452006980802793, 0.005235602094240838, 0.010471204188481676, 0.0017452006980802793, 0.0017452006980802793, 0.005235602094240838, 0.008726003490401396, 0.0034904013961605585, 0.006980802792321117, 0.0034904013961605585, 0.0034904013961605585, 0.02443280977312391, 0.010471204188481676, 0.02268760907504363, 0.0034904013961605585, 0.006980802792321117, 0.0017452006980802793, 0.012216404886561954, 0.0034904013961605585, 0.0034904013961605585, 0.0034904013961605585, 0.006980802792321117, 0.02443280977312391, 0.0034904013961605585, 0.0034904013961605585, 0.0034904013961605585, 0.005235602094240838, 0.02268760907504363, 0.0034904013961605585, 0.0034904013961605585, 0.015706806282722512, 0.02268760907504363, 0.0034904013961605585, 0.020942408376963352, 0.02443280977312391, 0.02268760907504363, 0.02443280977312391, 0.0034904013961605585, 0.006980802792321117, 0.006980802792321117, 0.0034904013961605585, 0.010471204188481676, 0.0034904013961605585, 0.0034904013961605585, 0.0034904013961605585, 0.006980802792321117, 0.006980802792321117, 0.006980802792321117, 0.0034904013961605585, 0.006980802792321117, 0.0034904013961605585]
94;[78, 114, 122, 123, 137, 192, 209, 270, 277, 282, 309, 311, 322, 359, 370, 400, 435, 436, 440, 442, 494, 498, 504, 505, 533, 536, 571, 742, 745, 789, 955, 1016, 1091, 1092, 1121, 1143, 1156, 1158, 1197, 1199, 1200, 1204, 1223];[0.01444043321299639, 0.01444043321299639, 0.007220216606498195, 0.007220216606498195, 0.007220216606498195, 0.007220216606498195, 0.01444043321299639, 0.01444043321299639, 0.01444043321299639, 0.007220216606498195, 0.04693140794223827, 0.04693140794223827, 0.007220216606498195, 0.007220216606498195, 0.01444043321299639, 0.007220216606498195, 0.007220216606498195, 0.007220216606498195, 0.05054151624548736, 0.007220216606498195, 0.05054151624548736, 0.036101083032490974, 0.007220216606498195, 0.007220216606498195, 0.007220216606498195, 0.05054151624548736, 0.01444043321299639, 0.05054151624548736, 0.05054151624548736, 0.01444043321299639, 0.04693140794223827, 0.01444043321299639, 0.01444043321299639, 0.01444043321299639, 0.039711191335740074, 0.04693140794223827, 0.032490974729241874, 0.007220216606498195, 0.04693140794223827, 0.04693140794223827, 0.007220216606498195, 0.05054151624548736, 0.032490974729241874]
95;[12, 30, 43, 192, 257, 322, 603, 606, 1097];[0.04878048780487805, 0.2682926829268293, 0.024390243902439025, 0.0975609756097561, 0.04878048780487805, 0.024390243902439025, 0.21951219512195122, 0.21951219512195122, 0.04878048780487805]
96;[9, 40, 43, 75, 454, 455, 520, 526, 527, 673, 883, 1087];[0.02666666666666667, 0.05333333333333334, 0.013333333333333334, 0.16, 0.18666666666666668, 0.18666666666666668, 0.05333333333333334, 0.05333333333333334, 0.02666666666666667, 0.18666666666666668, 0.02666666666666667, 0.02666666666666667]
97;[52, 68, 135, 140, 190, 392, 416, 538, 539, 751, 757];[0.018518518518518517, 0.037037037037037035, 0.037037037037037035, 0.05555555555555555, 0.037037037037037035, 0.037037037037037035, 0.07407407407407407, 0.037037037037037035, 0.25925925925925924, 0.14814814814814814, 0.25925925925925924]
98;[145, 180, 270, 272, 362, 467, 595, 667, 728, 782, 787, 985, 1018, 1019, 1118];[0.1348314606741573, 0.10112359550561797, 0.02247191011235955, 0.0898876404494382, 0.0449438202247191, 0.02247191011235955, 0.02247191011235955, 0.0449438202247191, 0.15730337078651685, 0.14606741573033707, 0.06741573033707865, 0.07865168539325842, 0.011235955056179775, 0.02247191011235955, 0.033707865168539325]
99;[268, 324, 449, 992, 1191];[0.2641509433962264, 0.2641509433962264, 0.24528301886792453, 0.1509433962264151, 0.07547169811320754]
100;[59, 183, 370, 579, 803, 833, 1000, 1017, 1033, 1097, 1232];[0.04, 0.18666666666666668, 0.10666666666666667, 0.18666666666666668, 0.04, 0.04, 0.13333333333333333, 0.16, 0.02666666666666667, 0.04, 0.04]
